q1,q2,q3,q4,q5,q6,q7,fx,fy,fz
2.71907,-0.040443,-0.764218,0.0872524,-1.78446,0.0163848,0.0336208,1.41745,-1.07596,-4.70223
2.71907,-0.040443,-0.764218,0.0872524,-1.78446,0.0163848,0.0336208,1.4287,-1.07354,-4.70155
2.71907,-0.040443,-0.764218,0.0872524,-1.78446,0.0163848,0.0336208,1.42868,-1.07353,-4.70155
2.71907,-0.040443,-0.764218,0.0872524,-1.78446,0.0163848,0.0336208,1.42566,-1.07394,-4.70238
2.71907,-0.040443,-0.764218,0.0872524,-1.78446,0.0163848,0.0336208,1.42278,-1.07636,-4.7032
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.41924,-1.07232,-4.70418
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.41614,-1.07258,-4.70498
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.42468,-1.07425,-4.70492
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43398,-1.07328,-4.70253
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43399,-1.07431,-4.70222
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43089,-1.07467,-4.70302
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43247,-1.07006,-4.70473
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43253,-1.07043,-4.70464
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.44278,-1.06812,-4.70011
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.44092,-1.07032,-4.69849
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43782,-1.07069,-4.69931
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43799,-1.07264,-4.69921
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.42668,-1.07385,-4.70008
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43182,-1.07325,-4.7008
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43192,-1.07444,-4.70061
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.42857,-1.07238,-4.70153
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.42789,-1.07571,-4.70386
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.43096,-1.07529,-4.70298
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.44035,-1.07612,-4.70043
2.71907,-0.0404451,-0.764211,0.0872609,-1.78444,0.0163731,0.0336219,1.4424,-1.07587,-4.70197
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.44235,-1.07578,-4.70189
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.44236,-1.07575,-4.70186
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43604,-1.07446,-4.70354
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43273,-1.07258,-4.70462
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43243,-1.06881,-4.70488
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43596,-1.07287,-4.70389
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43599,-1.07286,-4.70389
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.4381,-1.07374,-4.7052
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.44426,-1.07312,-4.70366
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.44214,-1.0734,-4.70217
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.44296,-1.07121,-4.6998
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43596,-1.07381,-4.69734
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.42999,-1.07554,-4.69926
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.42894,-1.07568,-4.70159
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.4287,-1.07364,-4.70159
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.42969,-1.07334,-4.69915
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.42965,-1.07256,-4.69904
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43985,-1.07038,-4.70075
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.43798,-1.07258,-4.69915
2.71907,-0.040443,-0.764218,0.0872652,-1.78447,0.0163912,0.0336134,1.4319,-1.07518,-4.70067
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42357,-1.07422,-4.69475
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42999,-1.07556,-4.69312
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42591,-1.07612,-4.69632
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42783,-1.07495,-4.69757
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43179,-1.07318,-4.70073
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43597,-1.07278,-4.69763
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43397,-1.07503,-4.70223
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42633,-1.07135,-4.70012
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42613,-1.06939,-4.70023
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.4272,-1.06936,-4.69798
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43441,-1.06859,-4.69412
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42834,-1.0694,-4.68964
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43447,-1.06865,-4.69413
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.44567,-1.06543,-4.69327
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.44197,-1.07031,-4.69625
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.44214,-1.07229,-4.69616
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43566,-1.07047,-4.6978
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42933,-1.06908,-4.69942
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.42848,-1.07129,-4.7018
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43173,-1.07291,-4.70096
2.71905,-0.0404366,-0.764201,0.0872694,-1.78446,0.0163902,0.0336304,1.43773,-1.07024,-4.69939
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.44018,-1.07422,-4.70058
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43904,-1.0735,-4.70272
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43487,-1.07379,-4.70572
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43799,-1.07348,-4.70497
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43803,-1.07416,-4.70495
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.44402,-1.07142,-4.7038
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43994,-1.07187,-4.70073
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43382,-1.07264,-4.7024
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43075,-1.07308,-4.70329
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.4224,-1.07225,-4.70362
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.42546,-1.0719,-4.70283
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.42328,-1.07026,-4.70145
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.42888,-1.07417,-4.70204
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.4327,-1.07118,-4.69895
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43601,-1.0728,-4.69802
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.42761,-1.0718,-4.70437
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43068,-1.0714,-4.70357
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43379,-1.07144,-4.70267
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.43738,-1.06651,-4.69967
2.71907,-0.0404494,-0.764224,0.0872694,-1.78447,0.0163784,0.0336112,1.4407,-1.06837,-4.69857
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.43574,-1.07084,-4.69772
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.44101,-1.07214,-4.6983
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.43911,-1.07426,-4.69666
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.4391,-1.07427,-4.69666
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.43689,-1.0725,-4.69519
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.43052,-1.07077,-4.69692
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.44301,-1.07133,-4.6998
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.44299,-1.07135,-4.69982
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.44319,-1.07352,-4.6999
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.44273,-1.06776,-4.7002
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.43142,-1.06906,-4.70113
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.43145,-1.06904,-4.70108
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.43233,-1.06876,-4.70482
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.42941,-1.071,-4.69934
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.42957,-1.0731,-4.69939
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.4315,-1.07088,-4.69478
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.4334,-1.0698,-4.69614
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.42756,-1.07198,-4.6918
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.42054,-1.07481,-4.69569
2.71906,-0.0404408,-0.764209,0.0872609,-1.78446,0.016387,0.0336176,1.41842,-1.07427,-4.69406
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.42372,-1.07447,-4.69492
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.42787,-1.07406,-4.69803
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.4317,-1.07125,-4.70126
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.4336,-1.07028,-4.7027
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.42957,-1.07145,-4.69969
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.43156,-1.07107,-4.70108
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.43753,-1.06828,-4.69948
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.44084,-1.06997,-4.69866
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.44063,-1.06801,-4.69874
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.4434,-1.06376,-4.69812
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.4388,-1.06997,-4.69706
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.44162,-1.06721,-4.69635
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.44679,-1.06723,-4.69702
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.44692,-1.06902,-4.69681
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.444,-1.07007,-4.69776
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.43274,-1.07145,-4.69874
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.42952,-1.06989,-4.69968
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.43173,-1.07157,-4.70107
2.71905,-0.0404494,-0.764224,0.0872588,-1.78446,0.016388,0.0336379,1.43777,-1.07032,-4.69944
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43192,-1.07353,-4.70099
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.4316,-1.07113,-4.70114
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43154,-1.07106,-4.7011
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43579,-1.07111,-4.69797
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43585,-1.07118,-4.69802
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.42993,-1.07499,-4.6993
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.4317,-1.07147,-4.70099
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43085,-1.0737,-4.70336
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43786,-1.0718,-4.6991
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43788,-1.0718,-4.6991
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43808,-1.07386,-4.69912
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43793,-1.07343,-4.69918
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43585,-1.07347,-4.69752
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.43593,-1.07355,-4.69753
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.42871,-1.07333,-4.70177
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.42889,-1.07543,-4.70181
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.42676,-1.07561,-4.70022
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.41869,-1.0769,-4.70015
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.41968,-1.07662,-4.70392
2.71907,-0.0404387,-0.764222,0.0872609,-1.78445,0.0163752,0.0336347,1.42143,-1.07365,-4.70544
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.41933,-1.07383,-4.7039
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.42243,-1.07349,-4.70306
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.42548,-1.072,-4.70245
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.42547,-1.0719,-4.70239
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.43256,-1.07073,-4.70475
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.43253,-1.07066,-4.70472
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.4417,-1.06767,-4.70236
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.43962,-1.06791,-4.70701
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.43679,-1.07069,-4.70773
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.43993,-1.07053,-4.70702
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.43678,-1.07082,-4.70781
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.44556,-1.06538,-4.70556
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.44332,-1.06363,-4.70412
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.44171,-1.06817,-4.70236
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.44176,-1.06809,-4.70229
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.4502,-1.06926,-4.70225
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.45342,-1.0709,-4.70142
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.44906,-1.06914,-4.69864
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.45014,-1.06901,-4.69629
2.71906,-0.0404579,-0.76422,0.0872545,-1.78446,0.0163912,0.0336315,1.44586,-1.06766,-4.69951
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.4364,-1.06676,-4.70204
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.43959,-1.06808,-4.70098
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44393,-1.0695,-4.69775
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44294,-1.07083,-4.6999
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.4288,-1.07494,-4.70151
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.42365,-1.07548,-4.70076
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.42767,-1.07453,-4.69772
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.43881,-1.07113,-4.69679
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44304,-1.07255,-4.6997
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44607,-1.07214,-4.69881
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44608,-1.07261,-4.6986
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44591,-1.07045,-4.69868
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44696,-1.06929,-4.69663
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44703,-1.06945,-4.69677
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44695,-1.069,-4.69682
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.449,-1.06876,-4.69834
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44203,-1.07282,-4.70207
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.44114,-1.07386,-4.69845
2.71906,-0.0404366,-0.764237,0.0872524,-1.78447,0.0163657,0.0336219,1.43918,-1.07455,-4.69687
